Road_Type,Weather,Traffic_Density,Speed_Limit,Bike_Speed,Accident_Severity
City Road,Rainy,4.0,60.0,49.0,No Accident
City Road,Clear,7.0,60.0,45.0,No Accident
City Road,Foggy,7.0,60.0,82.0,No Accident
City Road,Rainy,6.0,60.0,90.0,No Accident
City Road,Rainy,5.0,60.0,73.0,No Accident
City Road,Clear,5.0,60.0,70.0,No Accident
City Road,Foggy,2.0,60.0,67.0,No Accident
City Road,Rainy,3.0,60.0,113.0,No Accident
City Road,Foggy,5.0,60.0,93.0,No Accident
City Road,Rainy,5.0,60.0,88.0,No Accident
City Road,Clear,1.0,60.0,98.0,No Accident
City Road,Foggy,1.0,60.0,109.0,No Accident
City Road,Rainy,3.0,60.0,105.0,No Accident
City Road,Clear,2.0,60.0,103.0,No Accident
City Road,Foggy,1.0,60.0,67.0,No Accident
City Road,Rainy,3.0,60.0,120.0,No Accident
City Road,Rainy,5.0,60.0,115.0,No Accident
City Road,Clear,1.0,60.0,119.0,No Accident
City Road,Foggy,6.0,60.0,54.0,No Accident
City Road,Rainy,4.0,60.0,57.0,No Accident
City Road,Foggy,3.0,60.0,86.0,No Accident
City Road,Rainy,7.0,60.0,97.0,No Accident
City Road,Clear,4.0,60.0,58.0,No Accident
City Road,Foggy,5.0,60.0,96.0,No Accident
City Road,Rainy,4.0,60.0,65.0,No Accident
City Road,Clear,3.0,60.0,62.0,No Accident
City Road,Foggy,2.0,60.0,120.0,No Accident
City Road,Rainy,3.0,60.0,45.0,No Accident
City Road,Rainy,7.0,60.0,85.0,No Accident
City Road,Clear,2.0,60.0,103.0,No Accident
City Road,Foggy,3.0,60.0,96.0,No Accident
City Road,Rainy,2.0,60.0,103.0,No Accident
City Road,Foggy,7.0,60.0,113.0,No Accident
City Road,Rainy,2.0,60.0,109.0,No Accident
City Road,Clear,5.0,60.0,97.0,No Accident
City Road,Foggy,5.0,60.0,107.0,No Accident
City Road,Rainy,3.0,60.0,118.0,No Accident
City Road,Clear,6.0,60.0,118.0,No Accident
City Road,Foggy,1.0,60.0,92.0,No Accident
City Road,Rainy,5.0,60.0,105.0,No Accident
City Road,Rainy,6.0,60.0,68.0,No Accident
City Road,Clear,1.0,60.0,65.0,No Accident
City Road,Foggy,6.0,60.0,75.0,No Accident
City Road,Rainy,6.0,60.0,104.0,No Accident
City Road,Foggy,4.0,60.0,88.0,No Accident
City Road,Rainy,6.0,60.0,43.0,No Accident
City Road,Clear,2.0,60.0,75.0,No Accident
City Road,Foggy,1.0,60.0,64.0,No Accident
City Road,Rainy,3.0,60.0,106.0,No Accident
City Road,Clear,3.0,60.0,66.0,No Accident
City Road,Foggy,6.0,60.0,70.0,No Accident
City Road,Rainy,4.0,60.0,45.0,No Accident
City Road,Rainy,4.0,60.0,79.0,No Accident
City Road,Clear,6.0,60.0,80.0,No Accident
City Road,Foggy,1.0,60.0,62.0,No Accident
City Road,Rainy,5.0,60.0,86.0,No Accident
City Road,Foggy,4.0,60.0,63.0,No Accident
City Road,Rainy,7.0,60.0,103.0,No Accident
City Road,Clear,4.0,60.0,64.0,No Accident
City Road,Foggy,6.0,60.0,91.0,No Accident
City Road,Rainy,3.0,60.0,76.0,No Accident
City Road,Clear,5.0,60.0,54.0,No Accident
City Road,Foggy,3.0,60.0,42.0,No Accident
City Road,Rainy,1.0,60.0,75.0,No Accident
City Road,Rainy,7.0,60.0,66.0,No Accident
City Road,Clear,3.0,60.0,70.0,No Accident
City Road,Foggy,7.0,60.0,92.0,No Accident
City Road,Rainy,6.0,60.0,41.0,No Accident
City Road,Foggy,2.0,60.0,43.0,No Accident
City Road,Rainy,4.0,60.0,93.0,No Accident
City Road,Clear,4.0,60.0,88.0,No Accident
City Road,Foggy,4.0,60.0,63.0,No Accident
City Road,Rainy,7.0,60.0,41.0,No Accident
City Road,Clear,7.0,60.0,47.0,No Accident
City Road,Foggy,7.0,60.0,53.0,No Accident
City Road,Rainy,6.0,60.0,49.0,No Accident
City Road,Rainy,4.0,60.0,104.0,No Accident
City Road,Clear,1.0,60.0,55.0,No Accident
City Road,Foggy,5.0,60.0,44.0,No Accident
City Road,Rainy,3.0,60.0,86.0,No Accident
City Road,Foggy,2.0,60.0,92.0,No Accident
City Road,Rainy,3.0,60.0,62.0,No Accident
City Road,Clear,3.0,60.0,49.0,No Accident
City Road,Foggy,2.0,60.0,99.0,No Accident
City Road,Rainy,6.0,60.0,42.0,No Accident
City Road,Clear,5.0,60.0,117.0,No Accident
City Road,Foggy,2.0,60.0,64.0,No Accident
City Road,Rainy,3.0,60.0,96.0,No Accident
City Road,Rainy,3.0,60.0,67.0,No Accident
City Road,Clear,2.0,60.0,62.0,No Accident
City Road,Foggy,3.0,60.0,44.0,No Accident
City Road,Rainy,4.0,60.0,47.0,No Accident
City Road,Foggy,2.0,60.0,96.0,No Accident
City Road,Rainy,3.0,60.0,86.0,No Accident
City Road,Clear,2.0,60.0,118.0,No Accident
City Road,Foggy,2.0,60.0,88.0,No Accident
City Road,Rainy,1.0,60.0,61.0,No Accident
City Road,Clear,3.0,60.0,74.0,No Accident
City Road,Foggy,1.0,60.0,43.0,No Accident
City Road,Rainy,5.0,60.0,90.0,No Accident
City Road,Rainy,2.0,60.0,115.0,No Accident
City Road,Clear,2.0,60.0,111.0,No Accident
City Road,Foggy,4.0,60.0,117.0,No Accident
City Road,Rainy,5.0,60.0,102.0,No Accident
City Road,Foggy,2.0,60.0,109.0,No Accident
City Road,Rainy,3.0,60.0,40.0,No Accident
City Road,Clear,4.0,60.0,80.0,No Accident
City Road,Foggy,5.0,60.0,98.0,No Accident
City Road,Rainy,3.0,60.0,103.0,No Accident
City Road,Clear,1.0,60.0,76.0,No Accident
City Road,Foggy,7.0,60.0,77.0,No Accident
City Road,Rainy,6.0,60.0,109.0,No Accident
City Road,Rainy,2.0,60.0,74.0,No Accident
City Road,Clear,1.0,60.0,49.0,No Accident
City Road,Foggy,6.0,60.0,119.0,No Accident
City Road,Rainy,7.0,60.0,79.0,No Accident
City Road,Foggy,5.0,60.0,103.0,No Accident
City Road,Rainy,4.0,60.0,75.0,No Accident
City Road,Clear,3.0,60.0,84.0,No Accident
City Road,Foggy,4.0,60.0,70.0,No Accident
City Road,Rainy,4.0,60.0,117.0,No Accident
City Road,Clear,5.0,60.0,108.0,No Accident
City Road,Foggy,5.0,60.0,48.0,No Accident
City Road,Rainy,5.0,60.0,80.0,No Accident
City Road,Rainy,2.0,60.0,116.0,No Accident
City Road,Clear,1.0,60.0,107.0,No Accident
City Road,Foggy,5.0,60.0,88.0,No Accident
City Road,Rainy,3.0,60.0,74.0,No Accident
City Road,Foggy,4.0,60.0,71.0,No Accident
City Road,Rainy,1.0,60.0,111.0,No Accident
City Road,Clear,7.0,60.0,40.0,No Accident
City Road,Foggy,7.0,60.0,89.0,No Accident
City Road,Rainy,4.0,60.0,75.0,No Accident
City Road,Clear,5.0,60.0,63.0,No Accident
City Road,Foggy,5.0,60.0,59.0,No Accident
City Road,Rainy,3.0,60.0,99.0,No Accident
City Road,Rainy,5.0,60.0,103.0,No Accident
City Road,Clear,4.0,60.0,87.0,No Accident
City Road,Foggy,7.0,60.0,117.0,No Accident
City Road,Rainy,2.0,60.0,51.0,No Accident
City Road,Foggy,1.0,60.0,81.0,No Accident
City Road,Rainy,3.0,60.0,107.0,No Accident
City Road,Clear,2.0,60.0,43.0,No Accident
City Road,Foggy,1.0,60.0,48.0,No Accident
City Road,Rainy,6.0,60.0,41.0,No Accident
City Road,Clear,1.0,60.0,118.0,No Accident
City Road,Foggy,7.0,60.0,81.0,No Accident
City Road,Rainy,4.0,60.0,97.0,No Accident
City Road,Rainy,4.0,60.0,60.0,No Accident
City Road,Clear,1.0,60.0,96.0,No Accident
City Road,Foggy,5.0,60.0,88.0,No Accident
City Road,Rainy,5.0,60.0,91.0,No Accident
City Road,Foggy,1.0,60.0,81.0,No Accident
City Road,Rainy,7.0,60.0,40.0,No Accident
City Road,Clear,3.0,60.0,76.0,No Accident
City Road,Foggy,7.0,60.0,50.0,No Accident
City Road,Rainy,7.0,60.0,105.0,No Accident
City Road,Clear,2.0,60.0,80.0,No Accident
City Road,Foggy,2.0,60.0,118.0,No Accident
City Road,Rainy,4.0,60.0,89.0,No Accident
City Road,Rainy,4.0,60.0,101.0,No Accident
City Road,Clear,4.0,60.0,99.0,No Accident
City Road,Foggy,2.0,60.0,74.0,No Accident
City Road,Rainy,4.0,60.0,105.0,No Accident
City Road,Foggy,6.0,60.0,93.0,No Accident
City Road,Rainy,5.0,60.0,98.0,No Accident
City Road,Clear,1.0,60.0,69.0,No Accident
City Road,Foggy,1.0,60.0,81.0,No Accident
City Road,Rainy,6.0,60.0,63.0,No Accident
City Road,Clear,5.0,60.0,49.0,No Accident
City Road,Foggy,3.0,60.0,52.0,No Accident
City Road,Rainy,7.0,60.0,103.0,No Accident
City Road,Rainy,4.0,60.0,96.0,No Accident
City Road,Clear,4.0,60.0,96.0,No Accident
City Road,Foggy,7.0,60.0,73.0,No Accident
City Road,Rainy,4.0,60.0,99.0,No Accident
City Road,Foggy,5.0,60.0,86.0,No Accident
City Road,Rainy,6.0,60.0,100.0,No Accident
City Road,Clear,7.0,60.0,41.0,No Accident
City Road,Foggy,3.0,60.0,108.0,No Accident
City Road,Rainy,7.0,60.0,64.0,No Accident
City Road,Clear,7.0,60.0,62.0,No Accident
City Road,Foggy,1.0,60.0,109.0,No Accident
City Road,Rainy,3.0,60.0,102.0,No Accident
City Road,Rainy,7.0,60.0,47.0,No Accident
City Road,Clear,4.0,60.0,52.0,No Accident
City Road,Foggy,5.0,60.0,67.0,No Accident
City Road,Rainy,4.0,60.0,104.0,No Accident
City Road,Foggy,1.0,60.0,56.0,No Accident
City Road,Rainy,7.0,60.0,98.0,No Accident
City Road,Clear,4.0,60.0,58.0,No Accident
City Road,Foggy,4.0,60.0,63.0,No Accident
City Road,Rainy,7.0,60.0,97.0,No Accident
City Road,Clear,4.0,60.0,94.0,No Accident
City Road,Foggy,7.0,60.0,80.0,No Accident
City Road,Rainy,7.0,60.0,60.0,No Accident
City Road,Rainy,3.0,60.0,107.0,No Accident
City Road,Clear,4.0,60.0,118.0,No Accident
City Road,Foggy,3.0,60.0,65.0,No Accident
City Road,Rainy,1.0,60.0,82.0,No Accident
City Road,Foggy,1.0,60.0,113.0,No Accident
City Road,Rainy,6.0,60.0,46.0,No Accident
City Road,Clear,4.0,60.0,104.0,No Accident
City Road,Foggy,2.0,60.0,102.0,No Accident
City Road,Rainy,6.0,60.0,95.0,No Accident
City Road,Clear,3.0,60.0,55.0,No Accident
City Road,Foggy,3.0,60.0,90.0,No Accident
City Road,Rainy,5.0,60.0,102.0,No Accident
City Road,Rainy,2.0,60.0,68.0,No Accident
City Road,Clear,7.0,60.0,64.0,No Accident
City Road,Foggy,1.0,60.0,96.0,No Accident
City Road,Rainy,4.0,60.0,102.0,No Accident
City Road,Foggy,7.0,60.0,93.0,No Accident
City Road,Rainy,6.0,60.0,80.0,No Accident
City Road,Clear,3.0,60.0,119.0,No Accident
City Road,Foggy,7.0,60.0,91.0,No Accident
City Road,Rainy,2.0,60.0,106.0,No Accident
City Road,Clear,1.0,60.0,81.0,No Accident
City Road,Foggy,6.0,60.0,49.0,No Accident
City Road,Rainy,1.0,60.0,104.0,No Accident
City Road,Rainy,3.0,60.0,63.0,No Accident
City Road,Clear,7.0,60.0,113.0,No Accident
City Road,Foggy,7.0,60.0,85.0,No Accident
City Road,Rainy,6.0,60.0,55.0,No Accident
City Road,Foggy,4.0,60.0,62.0,No Accident
City Road,Rainy,5.0,60.0,102.0,No Accident
City Road,Clear,6.0,60.0,91.0,No Accident
City Road,Foggy,1.0,60.0,113.0,No Accident
City Road,Rainy,6.0,60.0,58.0,No Accident
City Road,Clear,6.0,60.0,111.0,No Accident
City Road,Foggy,6.0,60.0,84.0,No Accident
City Road,Rainy,5.0,60.0,71.0,No Accident
City Road,Rainy,6.0,60.0,86.0,No Accident
City Road,Clear,5.0,60.0,77.0,No Accident
City Road,Foggy,3.0,60.0,53.0,No Accident
City Road,Rainy,5.0,60.0,79.0,No Accident
City Road,Foggy,6.0,60.0,44.0,No Accident
City Road,Rainy,2.0,60.0,117.0,No Accident
City Road,Clear,2.0,60.0,113.0,No Accident
City Road,Foggy,5.0,60.0,57.0,No Accident
City Road,Rainy,6.0,60.0,45.0,No Accident
City Road,Clear,7.0,60.0,90.0,No Accident
City Road,Foggy,3.0,60.0,111.0,No Accident
City Road,Rainy,4.0,60.0,49.0,No Accident
City Road,Rainy,4.0,60.0,114.0,No Accident
City Road,Clear,7.0,60.0,115.0,No Accident
City Road,Foggy,4.0,60.0,120.0,No Accident
City Road,Rainy,6.0,60.0,62.0,No Accident
City Road,Foggy,2.0,60.0,76.0,No Accident
City Road,Rainy,2.0,60.0,47.0,No Accident
City Road,Clear,2.0,60.0,113.0,No Accident
City Road,Foggy,5.0,60.0,104.0,No Accident
City Road,Rainy,7.0,60.0,58.0,No Accident
City Road,Clear,5.0,60.0,58.0,No Accident
City Road,Foggy,7.0,60.0,49.0,No Accident
City Road,Rainy,6.0,60.0,100.0,No Accident
City Road,Rainy,1.0,60.0,52.0,No Accident
City Road,Clear,6.0,60.0,59.0,No Accident
City Road,Foggy,3.0,60.0,68.0,No Accident
City Road,Rainy,4.0,60.0,96.0,No Accident
City Road,Foggy,1.0,60.0,42.0,No Accident
City Road,Rainy,6.0,60.0,67.0,No Accident
Highway,Clear,6.0,80.0,116.0,No Accident
Highway,Foggy,2.0,80.0,56.0,No Accident
Highway,Rainy,3.0,80.0,77.0,No Accident
Highway,Clear,6.0,80.0,90.0,No Accident
Highway,Foggy,1.0,80.0,103.0,No Accident
Highway,Rainy,2.0,80.0,99.0,No Accident
Highway,Rainy,5.0,80.0,101.0,No Accident
Highway,Clear,1.0,80.0,82.0,No Accident
Highway,Foggy,1.0,80.0,88.0,No Accident
Highway,Rainy,6.0,80.0,75.0,No Accident
Highway,Foggy,2.0,80.0,51.0,No Accident
Highway,Rainy,3.0,80.0,64.0,No Accident
Highway,Clear,6.0,80.0,98.0,No Accident
Highway,Foggy,5.0,80.0,40.0,No Accident
Highway,Rainy,5.0,80.0,77.0,No Accident
Highway,Clear,7.0,80.0,47.0,No Accident
Highway,Foggy,6.0,80.0,112.0,No Accident
Highway,Rainy,3.0,80.0,61.0,No Accident
Highway,Rainy,3.0,80.0,62.0,No Accident
Highway,Clear,5.0,80.0,111.0,No Accident
Highway,Foggy,4.0,80.0,54.0,No Accident
Highway,Rainy,6.0,80.0,78.0,No Accident
Highway,Foggy,4.0,80.0,43.0,No Accident
Highway,Rainy,5.0,80.0,75.0,No Accident
Highway,Clear,3.0,80.0,114.0,No Accident
Highway,Foggy,5.0,80.0,79.0,No Accident
Highway,Rainy,7.0,80.0,78.0,No Accident
Highway,Clear,7.0,80.0,95.0,No Accident
Highway,Foggy,6.0,80.0,90.0,No Accident
Highway,Rainy,6.0,80.0,89.0,No Accident
Highway,Rainy,7.0,80.0,86.0,No Accident
Highway,Clear,2.0,80.0,92.0,No Accident
Highway,Foggy,3.0,80.0,41.0,No Accident
Highway,Rainy,6.0,80.0,63.0,No Accident
Highway,Foggy,2.0,80.0,117.0,No Accident
Highway,Rainy,6.0,80.0,118.0,No Accident
Highway,Clear,7.0,80.0,46.0,No Accident
Highway,Foggy,1.0,80.0,114.0,No Accident
Highway,Rainy,4.0,80.0,110.0,No Accident
Highway,Clear,1.0,80.0,114.0,No Accident
Highway,Foggy,2.0,80.0,81.0,No Accident
Highway,Rainy,6.0,80.0,101.0,No Accident
Highway,Rainy,4.0,80.0,69.0,No Accident
Highway,Clear,1.0,80.0,55.0,No Accident
Highway,Foggy,5.0,80.0,116.0,No Accident
Highway,Rainy,7.0,80.0,66.0,No Accident
Highway,Foggy,3.0,80.0,119.0,No Accident
Highway,Rainy,5.0,80.0,50.0,No Accident
Highway,Clear,2.0,80.0,73.0,No Accident
Highway,Foggy,2.0,80.0,104.0,No Accident
Highway,Rainy,2.0,80.0,109.0,No Accident
Highway,Clear,3.0,80.0,110.0,No Accident
Highway,Foggy,5.0,80.0,110.0,No Accident
Highway,Rainy,3.0,80.0,52.0,No Accident
Highway,Rainy,2.0,80.0,99.0,No Accident
Highway,Clear,4.0,80.0,93.0,No Accident
Highway,Foggy,7.0,80.0,72.0,No Accident
Highway,Rainy,7.0,80.0,63.0,No Accident
Highway,Foggy,7.0,80.0,115.0,No Accident
Highway,Rainy,4.0,80.0,63.0,No Accident
Highway,Clear,3.0,80.0,52.0,No Accident
Highway,Foggy,6.0,80.0,114.0,No Accident
Highway,Rainy,1.0,80.0,71.0,No Accident
Highway,Clear,5.0,80.0,96.0,No Accident
Highway,Foggy,6.0,80.0,59.0,No Accident
Highway,Rainy,6.0,80.0,96.0,No Accident
Highway,Rainy,7.0,80.0,86.0,No Accident
Highway,Clear,1.0,80.0,71.0,No Accident
Highway,Foggy,4.0,80.0,105.0,No Accident
Highway,Rainy,3.0,80.0,43.0,No Accident
Highway,Foggy,7.0,80.0,70.0,No Accident
Highway,Rainy,2.0,80.0,62.0,No Accident
Highway,Clear,1.0,80.0,53.0,No Accident
Highway,Foggy,2.0,80.0,110.0,No Accident
Highway,Rainy,1.0,80.0,44.0,No Accident
Highway,Clear,4.0,80.0,71.0,No Accident
Highway,Foggy,2.0,80.0,56.0,No Accident
Highway,Rainy,7.0,80.0,71.0,No Accident
Highway,Rainy,7.0,80.0,103.0,No Accident
Highway,Clear,2.0,80.0,114.0,No Accident
Highway,Foggy,6.0,80.0,57.0,No Accident
Highway,Rainy,6.0,80.0,70.0,No Accident
Highway,Foggy,6.0,80.0,72.0,No Accident
Highway,Rainy,4.0,80.0,49.0,No Accident
Highway,Clear,5.0,80.0,81.0,No Accident
Highway,Foggy,1.0,80.0,89.0,No Accident
Highway,Rainy,2.0,80.0,41.0,No Accident
Highway,Clear,1.0,80.0,46.0,No Accident
Highway,Foggy,6.0,80.0,107.0,No Accident
Highway,Rainy,5.0,80.0,104.0,No Accident
Highway,Rainy,6.0,80.0,68.0,No Accident
Highway,Clear,7.0,80.0,53.0,No Accident
Highway,Foggy,4.0,80.0,65.0,No Accident
Highway,Rainy,1.0,80.0,77.0,No Accident
Highway,Foggy,2.0,80.0,85.0,No Accident
Highway,Rainy,5.0,80.0,70.0,No Accident
Highway,Clear,5.0,80.0,54.0,No Accident
Highway,Foggy,2.0,80.0,57.0,No Accident
Highway,Rainy,2.0,80.0,99.0,No Accident
Highway,Clear,2.0,80.0,79.0,No Accident
Highway,Foggy,1.0,80.0,41.0,No Accident
Highway,Rainy,3.0,80.0,63.0,No Accident
Highway,Rainy,3.0,80.0,50.0,No Accident
Highway,Clear,4.0,80.0,71.0,No Accident
Highway,Foggy,7.0,80.0,69.0,No Accident
Highway,Rainy,3.0,80.0,42.0,No Accident
Highway,Foggy,5.0,80.0,83.0,No Accident
Highway,Rainy,4.0,80.0,47.0,No Accident
Highway,Clear,1.0,80.0,47.0,No Accident
Highway,Foggy,5.0,80.0,62.0,No Accident
Highway,Rainy,3.0,80.0,104.0,No Accident
Highway,Clear,4.0,80.0,99.0,No Accident
Highway,Foggy,2.0,80.0,81.0,No Accident
Highway,Rainy,3.0,80.0,70.0,No Accident
Highway,Rainy,5.0,80.0,119.0,No Accident
Highway,Clear,2.0,80.0,55.0,No Accident
Highway,Foggy,6.0,80.0,43.0,No Accident
Highway,Rainy,1.0,80.0,77.0,No Accident
Highway,Foggy,5.0,80.0,91.0,No Accident
Highway,Rainy,5.0,80.0,40.0,No Accident
Highway,Clear,1.0,80.0,88.0,No Accident
Highway,Foggy,6.0,80.0,90.0,No Accident
Highway,Rainy,5.0,80.0,51.0,No Accident
Highway,Clear,4.0,80.0,44.0,No Accident
Highway,Foggy,4.0,80.0,74.0,No Accident
Highway,Rainy,2.0,80.0,92.0,No Accident
Highway,Rainy,3.0,80.0,109.0,No Accident
Highway,Clear,6.0,80.0,93.0,No Accident
Highway,Foggy,1.0,80.0,41.0,No Accident
Highway,Rainy,6.0,80.0,115.0,No Accident
Highway,Foggy,7.0,80.0,117.0,No Accident
Highway,Rainy,4.0,80.0,65.0,No Accident
Highway,Clear,2.0,80.0,44.0,No Accident
Highway,Foggy,7.0,80.0,53.0,No Accident
Highway,Rainy,1.0,80.0,66.0,No Accident
Highway,Clear,7.0,80.0,110.0,No Accident
Highway,Foggy,6.0,80.0,43.0,No Accident
Highway,Rainy,2.0,80.0,45.0,No Accident
Highway,Rainy,5.0,80.0,82.0,No Accident
Highway,Clear,7.0,80.0,75.0,No Accident
Highway,Foggy,3.0,80.0,110.0,No Accident
Highway,Rainy,1.0,80.0,54.0,No Accident
Highway,Foggy,2.0,80.0,110.0,No Accident
Highway,Rainy,7.0,80.0,53.0,No Accident
Highway,Clear,3.0,80.0,53.0,No Accident
Highway,Foggy,6.0,80.0,63.0,No Accident
Highway,Rainy,4.0,80.0,62.0,No Accident
Highway,Clear,5.0,80.0,67.0,No Accident
Highway,Foggy,1.0,80.0,57.0,No Accident
Highway,Rainy,6.0,80.0,76.0,No Accident
Highway,Rainy,5.0,80.0,106.0,No Accident
Highway,Clear,3.0,80.0,92.0,No Accident
Highway,Foggy,1.0,80.0,105.0,No Accident
Highway,Rainy,1.0,80.0,112.0,No Accident
Highway,Foggy,2.0,80.0,59.0,No Accident
Highway,Rainy,7.0,80.0,102.0,No Accident
Highway,Clear,3.0,80.0,62.0,No Accident
Highway,Foggy,3.0,80.0,112.0,No Accident
Highway,Rainy,3.0,80.0,105.0,No Accident
Highway,Clear,4.0,80.0,100.0,No Accident
Highway,Foggy,7.0,80.0,104.0,No Accident
Highway,Rainy,1.0,80.0,80.0,No Accident
Highway,Rainy,3.0,80.0,77.0,No Accident
Highway,Clear,3.0,80.0,89.0,No Accident
Highway,Foggy,1.0,80.0,74.0,No Accident
Highway,Rainy,6.0,80.0,49.0,No Accident
Highway,Foggy,3.0,80.0,118.0,No Accident
Highway,Rainy,7.0,80.0,63.0,No Accident
Highway,Clear,4.0,80.0,63.0,No Accident
Highway,Foggy,1.0,80.0,51.0,No Accident
Highway,Rainy,2.0,80.0,86.0,No Accident
Highway,Clear,3.0,80.0,120.0,No Accident
Highway,Foggy,2.0,80.0,69.0,No Accident
Highway,Rainy,5.0,80.0,89.0,No Accident
Highway,Rainy,3.0,80.0,54.0,No Accident
Highway,Clear,3.0,80.0,110.0,No Accident
Highway,Foggy,3.0,80.0,116.0,No Accident
Highway,Rainy,7.0,80.0,75.0,No Accident
Highway,Foggy,7.0,80.0,95.0,No Accident
Highway,Rainy,5.0,80.0,67.0,No Accident
Highway,Clear,7.0,80.0,107.0,No Accident
Highway,Foggy,1.0,80.0,108.0,No Accident
Highway,Rainy,4.0,80.0,67.0,No Accident
Highway,Clear,6.0,80.0,47.0,No Accident
Highway,Foggy,6.0,80.0,97.0,No Accident
Highway,Rainy,6.0,80.0,89.0,No Accident
Highway,Rainy,1.0,80.0,42.0,No Accident
Highway,Clear,1.0,80.0,70.0,No Accident
Highway,Foggy,4.0,80.0,49.0,No Accident
Highway,Rainy,2.0,80.0,73.0,No Accident
Highway,Foggy,4.0,80.0,69.0,No Accident
Highway,Rainy,3.0,80.0,80.0,No Accident
Highway,Clear,1.0,80.0,52.0,No Accident
Highway,Foggy,6.0,80.0,60.0,No Accident
Highway,Rainy,6.0,80.0,68.0,No Accident
Highway,Clear,1.0,80.0,63.0,No Accident
Highway,Foggy,1.0,80.0,93.0,No Accident
Highway,Rainy,6.0,80.0,81.0,No Accident
Highway,Rainy,5.0,80.0,109.0,No Accident
Highway,Clear,3.0,80.0,58.0,No Accident
Highway,Foggy,1.0,80.0,117.0,No Accident
Highway,Rainy,5.0,80.0,80.0,No Accident
Highway,Foggy,3.0,80.0,77.0,No Accident
Highway,Rainy,6.0,80.0,118.0,No Accident
Highway,Clear,5.0,80.0,63.0,No Accident
Highway,Foggy,7.0,80.0,101.0,No Accident
Highway,Rainy,3.0,80.0,72.0,No Accident
Highway,Clear,3.0,80.0,99.0,No Accident
Highway,Foggy,7.0,80.0,80.0,No Accident
Highway,Rainy,5.0,80.0,63.0,No Accident
Highway,Rainy,1.0,80.0,81.0,No Accident
Highway,Clear,5.0,80.0,105.0,No Accident
Highway,Foggy,1.0,80.0,85.0,No Accident
Highway,Rainy,2.0,80.0,75.0,No Accident
Highway,Foggy,1.0,80.0,68.0,No Accident
Highway,Rainy,5.0,80.0,55.0,No Accident
Highway,Clear,5.0,80.0,76.0,No Accident
Highway,Foggy,5.0,80.0,47.0,No Accident
Highway,Rainy,2.0,80.0,115.0,No Accident
Highway,Clear,3.0,80.0,42.0,No Accident
Highway,Foggy,1.0,80.0,55.0,No Accident
Highway,Rainy,1.0,80.0,113.0,No Accident
Highway,Rainy,4.0,80.0,45.0,No Accident
Highway,Clear,5.0,80.0,61.0,No Accident
Highway,Foggy,3.0,80.0,90.0,No Accident
Highway,Rainy,1.0,80.0,83.0,No Accident
Highway,Foggy,3.0,80.0,88.0,No Accident
Highway,Rainy,5.0,80.0,88.0,No Accident
Highway,Clear,5.0,80.0,112.0,No Accident
Highway,Foggy,7.0,80.0,52.0,No Accident
Highway,Rainy,3.0,80.0,83.0,No Accident
Highway,Clear,6.0,80.0,49.0,No Accident
Highway,Foggy,1.0,80.0,48.0,No Accident
Highway,Rainy,4.0,80.0,72.0,No Accident
Highway,Rainy,4.0,80.0,66.0,No Accident
Highway,Clear,5.0,80.0,46.0,No Accident
Highway,Foggy,2.0,80.0,98.0,No Accident
Highway,Rainy,5.0,80.0,115.0,No Accident
Highway,Foggy,4.0,80.0,111.0,No Accident
Highway,Rainy,5.0,80.0,114.0,No Accident
Highway,Clear,6.0,80.0,105.0,No Accident
Highway,Foggy,5.0,80.0,113.0,No Accident
Highway,Rainy,6.0,80.0,43.0,No Accident
Highway,Clear,3.0,80.0,95.0,No Accident
Highway,Foggy,5.0,80.0,116.0,No Accident
Highway,Rainy,7.0,80.0,106.0,No Accident
Highway,Rainy,5.0,80.0,73.0,No Accident
Highway,Clear,7.0,80.0,45.0,No Accident
Highway,Foggy,6.0,80.0,81.0,No Accident
Highway,Rainy,1.0,80.0,90.0,No Accident
Highway,Foggy,1.0,80.0,73.0,No Accident
Highway,Rainy,7.0,80.0,115.0,No Accident
Highway,Clear,1.0,80.0,90.0,No Accident
Highway,Foggy,1.0,80.0,72.0,No Accident
Highway,Rainy,6.0,80.0,59.0,No Accident
Highway,Clear,7.0,80.0,114.0,No Accident
Highway,Foggy,5.0,80.0,100.0,No Accident
Highway,Rainy,6.0,80.0,110.0,No Accident
Highway,Rainy,6.0,80.0,60.0,No Accident
Highway,Clear,1.0,80.0,119.0,No Accident
Highway,Foggy,1.0,80.0,53.0,No Accident
Highway,Rainy,5.0,80.0,59.0,No Accident
Highway,Foggy,4.0,80.0,112.0,No Accident
Highway,Rainy,7.0,80.0,106.0,No Accident
Highway,Clear,7.0,80.0,51.0,No Accident
Highway,Foggy,2.0,80.0,120.0,No Accident
Highway,Rainy,3.0,80.0,45.0,No Accident
Highway,Clear,7.0,80.0,86.0,No Accident
Highway,Foggy,5.0,80.0,95.0,No Accident
Highway,Rainy,3.0,80.0,103.0,No Accident
Highway,Rainy,3.0,80.0,55.0,No Accident
Highway,Clear,6.0,80.0,63.0,No Accident
Highway,Foggy,5.0,80.0,75.0,No Accident
Highway,Rainy,2.0,80.0,86.0,No Accident
Highway,Foggy,6.0,80.0,49.0,No Accident
Highway,Rainy,3.0,80.0,56.0,No Accident
Highway,Clear,1.0,80.0,60.0,No Accident
Highway,Foggy,7.0,80.0,61.0,No Accident
Highway,Rainy,7.0,80.0,68.0,No Accident
Highway,Clear,2.0,80.0,40.0,No Accident
